show_id,type,title,director,cast,average_rating,country,date_added,release_year,rating,duration,listed_in,description
s4545,Movie,Truck Tunes,James Gardner,,1.32,,,2007,ALL,37 min,Kids\Special Interest,"Steve Lemme & Kevin Heffernan are back with their 3rd Stand Up Special. They share laughs chug beers tell stories and reveal untold private secrets about each other covering everything you want to know. The jokes come fast and furious in what could ""potentially"" be their last time on stage together!"
s7647,Movie,Bloodthirsty,Amelia Moses,Lauren Beatty\Greg Bryk\Katharine King So,4.83,,,2021,18+,85 min,Horror\Science fiction\Suspense,Inspired by the real-life events surrounding a US border town newspaper publisher the local chief of police and the murder of a migrant worker that escalated into a feud that lead to the blurring of the truth and a dirty fight for justice.
s8932,Movie,Enclosed,St. Joseph Nwanze,Francis Duru Paul Sambo Bruno Iwuoha,4.85,,,2021,16+,188 min,Drama\Romance,A revamping if you will of the 1980's classic horror movie showcase hosted by Elvira Mistress of the Dark.
s683,TV Show,The Eleven,,W. Michael Bunch\Geena Bocci,2.53,,,2017,TV-14,1 Season,TV Shows,"A&E's six-part limited series ""The Eleven"" follows investigators as they as they reexamine the gruesome unsolved murders of eleven teenage girls in southeast Texas in the 1970's."
s4825,Movie,South Bureau Homicide,Mark Earl Burman\Mike Cooley,,3.37,,,2017,13+,79 min,Documentary\Drama,Allison (Sarah Lancaster) is quickly swept off her feet by the dashing loving software billionaire Phillip. They marry quickly and her life seems unbelievably perfect. Then although she doesn't want to she begins to suspect that Phillip may have been involved in the death of his previous wife. As Allison follows the trail left by her things become complicated... and dangerous.
s135,TV Show,WGC-Dell Technologies Match Play Reveal Show,,,3.75,,,2021,TV-NR,1 Season,Sports,Host Jonathan Coachman and PGATOUR.COM Senior Writer Ben Everill break down the brackets for the 2021 World Golf Championships Dell Technologies Match Play at Austin Country Club with some special guests including defending champion Kevin Kisner.
s471,TV Show,The Record,,,2.56,,,2021,,1 Season,Documentary\Sports,The plan to smash the world record for attendance at a women’s sporting event depends on host and tournament favourites Australia getting through to the final of the ICC Women’s T20 World Cup but injuries poor form and a new wave of international talent threaten to derail Australia's campaign at every turn.
s5049,TV Show,Falco,,Michel Brown\Marina de Taviria,3.94,,,2021,16+,1 Season,Action\Drama\Suspense,A mysterious woman with a remarkable past revisits a former lover complicating the settled life he has built for himself and his wife in Complete Unknown an unsettling exploration of identity from acclaimed filmmaker Joshua Marston (Maria Full of Grace The Forgiveness of Blood).
s1063,Movie,Section 375,Ajay Bahl,Akshaye Khanna\Richa Chadha\Meera Chopra,1.11,,,2019,18+,123 min,Drama\International,A celebrated Bollywood director Rohan Khurana stands accused by a female member of his crew Anjali Dangle of having raped her at his residence.
s1583,TV Show,Mr. Bean: The Animated Series,,Rowan Atkinson\Sally Grace\Mathilda Ziegler,3.13,,,2019,7+,1 Season,Animation\Kids,This series follows Mr Bean his best friend Teddy and his long-suffering landlady Mrs Wicket as we witness more of the mishaps that surround Mr Bean's daily life.
s5042,TV Show,Last Secrets of the Third Reich,,,4.53,,12-May-21,2012,13+,1 Season,Documentary\Suspense,The story follows as the mystery around a murder which unravels investigation wherein the murderer confesses his crime of murdering another person while circumstances reveal otherwise
s3168,TV Show,Bad Ink,,Rob Ruckus,1.95,,,2014,TV-14,2 Seasons,Documentary\Special Interest\Unscripted,At BabyBus our goal is to make learning a fun experience for kids aged 2 - 5 by creating classic nursery rhymes kids songs and stories with 2D & 3D animations. Children get to learn good habits safety knowledge letters colors numbers and more by singing and dancing with our characters! Enjoy watching our videos!
s2721,TV Show,Daniel Tiger's Neighborhood,,Jake Beale\Heather Bambrick\Ted Dykstra,4.39,,,2012,TV-Y,1 Season,Kids,"The story of 26 year old Brandi Seaton. She is attractive smart and single. After breaking off her engagement the day before her wedding she decides to test the waters of the singles dating scene. How and where to begin is the problem. Brandi's roommate Anita introduces her to a telephone ""partyline"" where she meets a handsome professional named Alex."
s7429,Movie,A fighting Man,Damian Lee,Dominic Purcell\Louis Gossett Jr.\James Caan,4.62,,,2014,R,88 min,Action\Drama,A Japanese artist discovers that not everyone in Scotland is friendly. Targeted by the psychotic gamekeeper the artist is caught in a deadly chase across the Highlands - where only one of them will survive.
s7804,Movie,King Girl,Sam Miller,Louise Atkins\Cathy Purcell\Parminder Nagra,4.47,,,1996,13+,72 min,Drama,Bhaskar a single parent is labelled rascal because of his impolite behaviour. His son Akash decides to set him up with Anu whose daughter is Akash's classmate.
s2286,Movie,Grinders,Matt Gallagher,,4.19,Canada\United States,,2011,13+,74 min,Documentary,When a half-beast mercenary teams up with a witch who is in search of a magical tome that can destroy the world a grand adventure ensues. Despite his hatred of witches he enters an agreement that shewill make him human once she reaches her goal.
s2299,TV Show,Grand Tours of Scotland's Lochs,,Paul Murton,3.7,,,2017,ALL,1 Season,Documentary\Special Interest,This series offers unprecedented access to FORMULA ONE racing a highly secretive and competitive world. It follows McLaren one of the sport’s most successful teams during the 2017 pre-season as they gear up for their first race in Melbourne. After three tough years without a win McLaren is hopeful that they will be back on top with their promotion of rookie driver Stoffel Vandoorne.
s5380,TV Show,Canticos,,,3.43,,24-May-21,2020,ALL,3 Seasons,Animation\Kids,Engada Iruthinga Ivvalavu Naala is a fun-filled Tamil Comedy flick featured Akhil Farook Ishara Nair Yogi Babu and Motta Rajendran as lead characters. Other popular actors who were roped in for Engada Iruthinga Ivvalavu Naala are Manobala Kausalya and Bala Singh.
s9141,Movie,Night of the Demons,Adam Gierasch,Shannon Elizabeth\Tatyana Kanavka\Michael Arata,4.55,,,2011,R,93 min,Action\Comedy\Horror,Life In Between Gates is a documentary series that profiles the athletes competing ion the World Pro Ski Tour. This series dives deeper into the lives of the racers on the tour giving viewers a window into the daily lives of some of the most exciting professional skiers racing on the tour today.
s3900,Movie,Chris Porter: A Man From Kansas,Brian Volk-Weiss,Chris Porter,2.36,,,2019,18+,58 min,Arts\Entertainment\and Culture\Comedy\Special Interest,"The story of the early days of California wine making featuring the now infamous blind Paris wine tasting of 1976 that has come to be known as ""Judgment of Paris""."
s6689,Movie,Gayatri,MADAN RAMIGANI,Dr. M MOHAN BABU\VISHNU MANCHU\Shriya Saran,4.37,,,2018,13+,129 min,Drama,"Gus tired of parental squabbles decides to steal his dad's red Mustang and hit the highway on a cross-country journey. While on the road Gus spots a billboard inviting him to play the ""Motorama"" game a promotional effort by a major gas station that promises winners $500 million dollars."
s3091,Movie,Better Luck Tomorrow,Justin Lin,Parry Shen\Jason Tobin\Sung Kang,1.74,,,2003,R,99 min,Comedy,Beneath the Sea a compilation of spectacular underwater images from around the world. Captured in exclusively in 8K digital Beneath the Sea features an award-winning original score by Alan Williams. Silver Medal Best Score - Global Music Awards 2018.
s6525,TV Show,Tales From the Stranger Side,,Pepe\Alison Young,4.79,,,2021,16+,1 Season,Suspense,S.S.Rajendran(SSR) and AVM Rajan are brothers. They are rich and motherless. Their father S.V.Rangarao prefers fair daughters-in-law for their house. But fate strikes in the form of Vijayakumari (who is dark complexioned and an illiterate) who steps in as SSR's consort. Whether she is approved by SSR's family and how she manages to survive there forms the rest of the narration.
s5631,TV Show,HITOSHI MATSUMOTO Presents Documental,,Hitoshi Matsumoto,4.81,,4-Jun-21,2021,18+,4 Seasons,Comedy\International\Unscripted,One Night in Miami is a fictional account of one incredible night where icons Muhammad Ali Malcolm X Sam Cooke and Jim Brown gathered discussing their roles in the civil rights movement and cultural upheaval of the 60s.
s973,TV Show,Slopestyle TV,,,2.72,,,2014,ALL,2 Seasons,Special Interest\Sports,Slopestyle TV is the skiing and snowboarding mountain destination travel series featuring some of the world's finest alpine riders and resorts. Every episode travel to a new mountain destination and push the limits of powder and terrain park riding while exploring the region's history local culture and exciting night life.
s5428,Movie,Dream Girl,Shivang Shukla,Garima Chouhan\Vishal Hansrajani,1.74,,,2021,13+,10 min,Romance,Jewel thieves Bo & Inga target the legendary 'White fire' diamond - a priceless rock so hot it actually burns those who try to lay their hands on it! They undertake an outrageous plan involving plastic surgery and explosives to infiltrate the mine where the diamond awaits. But the plan hits an unexpected snag with the arrival of smooth-talking badass Noah Barclay.
s1083,TV Show,Scrapyard Supercar,,Shane Lynch\Ralph Hosier,3.61,,,2019,7+,1 Season,Special Interest\Unscripted,Petrolhead Shane Lynch is setting two teams of amateur mechanics a task of epic proportions; they have just four days to build monster machines that can out-perform a 'top-trump' attribute of a supercar.
s4081,Movie,Before Your Time,Lucas James McGraw,Landon Kasten\Dan Jacobs\Janie Wyatt Wilkinson,1.82,,,2017,,119 min,Drama,The story of the paralleling lives of war traumatized marine and an upscale Argentinian prostitute whose worlds collide in the underground network of sex trafficking.
s804,TV Show,Technological Marvels of the Ancient World,,,2.53,,,2005,7+,1 Season,Adventure\Documentary\Military and War,This series reaches back to the time of the Greeks Romans and other ancient civilizations to explore their legacies of important innovations. Viewers learn that some of the world's greatest inventions are merely reinventions of contraptions that were made thousands of years before. The spirit of ingenuity and the search for useful technologies it seems were alive and well in the ancient world.
s2281,TV Show,Guardians of the Power Masks,,Kira Tozer\Jordan Waunch,4.66,,,2010,7+,1 Season,Animation\Kids,Global Adventure Trip
s2575,TV Show,Eerie Indiana: The Other Dimension,,Bill Switzer\Daniel Clark\Deborah Odell,3.48,,,1998,TV-Y7,1 Season,Comedy\Drama\Kids,Over the next 12 months archaeologists Alex Langlands and Peter Ginn and historian Ruth Goodman are bringing Morwhellam Quay in Devon back to life as it would have been in its hey-day.
s819,Movie,Tall firs,,,4.72,,,2007,NR,34 min,Music Videos and Concerts,Expect nothing but a mixture of folk rock and sonic experimentation from this Brooklyn trio Tall firs.
s757,Movie,The Asian Connection,Daniel Zirilli,Steven Seagal\Pim Bubear\John Edward Lee,2.87,United States\Thailand,,2016,R,92 min,Action\Suspense,Two American expatriates Jack and Sam unwittingly steal a drug lord's money when they rob a series of banks in Southeast Asia and become the target of the gang's vengeance. When Sam is killed Jack turns to the love of his life Pom and the couple becomes a modern-day Bonnie and Clyde that takes the fight to the gang.
s1535,TV Show,MysteryQuest,,Stan Bernard,2.16,,,2009,TV-14,1 Season,Documentary\Special Interest,MysteryQuest dispatches teams of experts throughout the world to try to solve some of mankind's strangest and most persistent mysteries through step-by-step investigations revealing results that just may re-write history.
