show_id,type,title,director,cast,average_rating,country,date_added,release_year,rating,duration,listed_in,description
s4148,Movie,George Carlin: Life Is Worth Losing,Rocco Urbisci,George Carlin,4.55,,,2007,18+,74 min,Arts\Entertainment\and Culture\Comedy\Documentary,Included with your Prime membership. Nominated for 3 Academy Awards including Best Director comes a passionate love story between two people of different backgrounds who are fatefully mismatched and yet condemned to each other. Set against the background of the Cold War in the 1950s the film depicts an impossible love story in impossible times.
s1247,TV Show,Psychic Princess,,RanyinRuocai\Lu LifengDK\Wang Chong,1.52,,,2019,13+,1 Season,Animation\Anime,Qian Yunxi the eldest daughter of the Grand Councilor has had supernatural powers since she was young. Because of this she has been kept in the Spirit-Cloud Mountain as she is seen as an ominous girl. When she's 16 she finds herself substituted for her younger sister into a marriage with Prince of Ye. However it is said that the Prince of Ye is cold eccentric and cruel.
s3380,TV Show,A Very English Scandal,,Hugh Grant\Ben Whishaw\Alex Jennings,3.26,,,2018,16+,1 Season,Drama,The series is presented by fashion historian Amber Butchart and features a range of period garments lovingly reconstructed using only period techniques. Taking fashion in traditional works of art as her inspiration she works with historical costumier Ninya Mikhaila fellow costumier Harriet Waterhouse and student Hannah Marples to recreate extraordinary historical garments all made by hand.
s8100,Movie,Resistance,Todd Komarnicki,Bill Paxton\Julia Ormond\Sandrine Bonnaire,4.38,,,2007,R,92 min,Drama,John Letour (Dafoe) is a good man in a bad business working for Ann (Sarandon) on the wrong side of the law and he wants out. Will he get out before it's too late?
s1257,Movie,Princesses Of The World,Janson Media,,3.45,,,2009,ALL,48 min,Documentary,Presenting a fascinating portrait of the most beautiful and beloved royal women of the past 50 years we take a regal tour of the romance happiness heartache tragedy and controversy that is the life of these modern-day fairytale princesses. Diana Fergie Mary Grace and more are covered here.
s1074,TV Show,Second  War Diary - The War Day by Day,,,2.63,,,2014,TV-NR,1 Season,Documentary\Special Interest,The greatest conflict the world has known to date lasted from 1 September 1939 to 2 September 1945 when Japan signed the surrender. Six years 2190 days in which the world lived through a terrible war which completely changed the system of alliances of the different countries and the way of life of millions of their inhabitants.
s3353,TV Show,Afsos,,Gulshan Devaiah\Anjali Patil\Heeba Shah\Robin Das,2.03,,,2020,16+,1 Season,Action\Comedy\Drama,Season 3 picks up after the Dramatic events of Season 2 with Emily nearing the end of her FBI suspension. Everything is upended when one of Nick’s criminal cases threatens the lives of Emily’s family. Her efforts to unravel a dangerous conspiracy take Emily to Europe testing her like never before and forcing her to learn to trust and love again as she finally realizes her true place in the world.
s1313,TV Show,Pinkfong! Dinosaur Songs (Spanish Version),,,4.73,,,2014,ALL,1 Season,Animation\Kids,Shake it! Shake it! Sing and move your body with awesome dinosaurs and learn their names. Meet Pinkfong's fun educational videos that captured the hearts of millions of children around the world. Enjoy hundreds of kids' favorite songs and stories created by Pinkfong the official creator of global hit Baby Shark behind #BabySharkChallenge.
s198,TV Show,Vatican Miracle Examiner,,,4.05,,,2017,TV-14,1 Season,Anime\Drama\International,"Two priests charged with traveling the world to validate ""miracles"" find themselves tangled in events filled with deceit. As members of the Assembly of Saints Robert Nicholas and Kou Hiraga seek the truth behind the supposed works of God."
s5756,TV Show,Yes & Yoga,,David Ahearn\Adi Bachan,3.68,,,2021,7+,1 Season,fitness\Special Interest,This darkly comic drama centers on mother/daughter con artists. Sammie lives with her pill-popping alcoholic mom Marlene - this bittersweet journey leads us through their dysfunction love & addiction before an unusual deliverance.
s817,Movie,Tamizh Padam 2,C S Amudhan,Shiva\Disha Pandey\Iswarya Menon\Sathish,2.5,,,2018,ALL,138 min,Comedy\Drama\International,A stringent cop tries all the possible ways to nab a dreaded don who poses a big threat to the society.
s7571,TV Show,Hideaki ANNO and Hitoshi MATSUMOTO fireside chat,,,4.79,,,2021,13+,1 Season,Documentary,Arivu a crusader for the poor citizens of Chennai decides to change the system and takes up a mission to fight FMCG companies for malpractices in food adulteration.
s7472,TV Show,Alien Extinction,,Geovanni Molina,3.87,,,2020,16+,1 Season,Action,Tom is a psychopath living somewhere in the house of Julie and her husband but they don't know it. As a child Tom would hide to escape his parents' abuse until one day he came out and killed them. Now Tom is obsessed with Julie and is slowly coming out of the attic.
s2890,TV Show,Celia Pacquola: All Talk,,Celia Pacquola,3.44,,,2020,16+,1 Season,Comedy\Talk Show and Variety,Meet Cave Club a group of prehistoric kids who are way ahead of their time! With a mammoth world to explore don't expect them to stay in their cave. They are determined to do everything see everything and discover everything-first! Which means these BFFs are about to make history!
s2548,TV Show,Engineering Giants,,,3.57,,,2012,ALL,1 Season,Documentary\Special Interest,Opening on New Year’s Eve 1969 normal order has been resumed and the team reunited at Castle Gate CID. However the events of the past year have left their mark. Old friendships will be challenged and new relationships will blossom.
s5119,Movie,For the Emperor,Sang Jun Park,Min-ki Lee\Sung-woong Park\Jae-won Lee,2.73,,,2014,18+,104 min,Action\Drama,Three girls out for a night of partying steal a car. finding themselves stranded in a secluded area they panic and decide to try to spend the night in the home of a local resident. They picked the wrong house!
s189,TV Show,Victorian Farm,,Ruth Goodman\Alex Langlands\Peter Ginn,4.72,,,2009,TV-14,1 Season,Documentary,Historian Ruth Goodman and archaeologists Alex Langlands and Peter Ginn go back in time to relive the day-to-day life of a Victorian farmer.
s2618,Movie,Dov Davidoff: Lower Your Expectations,John Asher,Dov Davidoff,3.05,,,2016,18+,59 min,Arts\Entertainment\and Culture\Comedy\Special Interest,Like the legends who were born out of smokey booze-soaked nightclubs of decades past Doug Stanhope spews his own brand of moral outrage in an unmatched style that borders on self-destruction. Nothing is sacred no subject off-limits and most importantly nothing is contrived. This is an unflinching look at one of the few voices left standing in the dark punk-rock underbelly of stand-up comedy.
s1732,TV Show,Married At first Sight,,Pepper Schwartz\Joseph Cilona,1.68,,,2014,TV-14,1 Season,TV Shows,Who can forget falling in love especially the first time and then losing touch? From the high school sweetheart who moved away to the holiday romance that fizzled because of lost phone numbers the emotional treasure hunts produce conclusions both heart-warming and heart-wrenching.
s8862,TV Show,Love Story of Court Enemies,,Wu Jia Yi\Zhao Yi Qin\Han Jiu Nuo,1.19,,,2021,13+,1 Season,Drama\Romance,Martial arts legend Donnie Yen stars as a former soldier recruited for his toughest mission yet - teaching a class of teen delinquents. As he kicks his way into their school and home lives it becomes clear that his unconventional teaching style might be just what they need.
s2295,TV Show,Great Plains: America's Lingering Wild,,,2.14,,,2013,TV-14,1 Season,Documentary\Special Interest,A trio of amateur interior designers compete to design similar rooms in different homes across Britain in the hopes of impressing a team of professional judges.
s4703,Movie,Blossoms of Faith,Samuel Omole,Kelly Madan\Dejan Jelaca\Tracy Coffey,3.26,,,2016,13+,45 min,Drama\Special Interest,This action packed martial arts movie from exotic Nepal is a hero's journey proving that sometimes we must travel around the world to find that what we are looking for was right there where we started.
s1596,Movie,Mothers of the Bride,Sam Irvin,Gail O'Grady\Betsy Brandt\Daniela Bobadilla,2.52,,,2015,,88 min,Comedy,As she prepares for her wedding a young woman tells her adopted mother she'd like to finally meet her birth mother but the two moms clash over the best approach to their daughter's big day.
s2028,Movie,Jim Gaffigan: Noble Ape,Jeannie Gaffigan,Jim Gaffigan,4.39,,,2018,13+,68 min,Arts\Entertainment\and Culture\Comedy\Special Interest,Jim Gaffigan has made a career out of finding the extraordinary in the ordinary with his hilarious observational style. In his 6th special he uses humor to deal with the unthinkable & proves that laughter is the best medicine - or is it?
s1733,Movie,Marriage Counseling films,Sprocket Flicks,,2.78,,,2018,13+,113 min,Documentary\Special Interest,A collection of historical films documenting the issues of the problems in marriage.
s8292,Movie,Midwives,Glenn Jordan,Alison Pill\Sissy Spacek\Peter Coyote,2.95,,,2001,16+,92 min,Drama,Candida is a fifteen year old from Terrasini who lives with her father Salvo. When he loses his job they leave for Turin. Candida has to integrate into the new school where she is bullied as does her partner Jacopo. But thanks to her positivity it will be Candida who will let Jacopo out of his isolation making him discover that everything is fine even when it is not very well.
s6979,Movie,Whirlwind,John English,Gene Autry\Champion\Gail Davis,2.83,,,1951,7+,70 min,Special Interest\Western,When a murder detective (James Belushi) is asked by an attractive psychology professor to watch over her he becomes aware of her split personality. Despite a seemingly dark side to her character he begins to develop feelings for her even choosing to ignore signs that point to her as a suspect in a murder case.
s6500,TV Show,Before Future Boy,,Scott Rubin\Hui Wang\Cuty Lin\Jacqi Vene,4.42,,,2020,16+,1 Season,Comedy,A modern loft reveals its past when new tenants arrive as this former slaughterhouse exposes the evilness still existing within the walls.
s6235,Movie,Go to School and Learn with Blippi,Stevin John,Stevin John,4.78,,,2021,ALL,47 min,Kids,Gene Autry becomes the new Sheriff after bank robbers kill the former sheriff. When Judge Beaumont is murdered evidence points to the judge's wild son. Believing the young man Gene tries to help.
s5942,Movie,Kaathadi,J. Ramesh,Thavasi\Murali Krishnan\Jansi\Raveena,4.71,,,2021,13+,86 min,Drama\Kids\Special Interest,Craig Ferguson unleashes his trademark stream-of-consciousness comedy before a sold-out crowd riffing on fatherhood Helen of Troy and shark penises. His show's not safe for kids - or the easily offended!
s1264,TV Show,PRIME JAPAN (4K UHD),,Jonathan Sherr,4.5,,,2017,ALL,1 Season,TV Shows,"A series of in-depth reporting in pursuit of ""Japan's Heart"" by taking up themes ranging from sushi sake Japanese sword and other traditional cultural elements to design fashion and other items that add color to Japan of today in 4K UHD. Featuring Jonathan Sherr and narration by Takako Tokiwa. Directed by Hiromi Kusaka (C) TBS Vision Inc."
s6760,TV Show,The Wolf Princess,,Jason Gu\Ning Kang\Huizi Sheng\Jicai Gao,3.4,,,2021,18+,1 Season,Comedy\Romance,The Tiger Family is heading out on a road trip to Grandpere's house! At first Daniel doesn't know what to expect on the ride but when Mom Tiger gives him a helpful map he learns that there are so many exciting things to do and see when you're on a trip with your family.
s3485,TV Show,3 Caminos (4K UHD),,Alex GonzAlez\Verónica Echegui\Andrea Bosca,1.42,,,2021,,1 Season,Drama,June 21st – 23rd 2019; The 2019 AVP Seattle Open marks the fourth stop on the tour bringing a conclusion to the first half of the season. Between the serene setting and action-packed matches you will not want to miss one of beach volleyball’s most unique events in the world: the AVP Seattle Open.
s1530,TV Show,Napoleon Hill's Master Key,,Napoleon Hill\W. Clement Stone,1.69,,,1954,NR,1 Season,Special Interest,In 1954 Napoleon Hill produced a historic television broadcast. In 13 episodes Dr. Hill shares with you his philosophy of success and gives you simple step-by-step instructions for its attainment. Using Napoleon Hill's Master Key you will learn to unlock your purpose and start living a life of success wealth and happiness.
s3505,TV Show,2018 Next Gen ATP finals,,,3.6,,,2018,TV-NR,1 Season,TV Shows,The benefits of yoga in just 15 minutes a day! Follow the weekly schedule as shown on my website (fitnessMaggie). Provides the amazing stretch of traditional yoga flow... but amped up. This session will boost your heart rate challenge your muscles and stretch your muscles to long lean happiness. My Yoga Guide is also available on my site to combine my yoga series with my other workout videos.
s9532,TV Show,Sled Head 24-7,,Haley Shanley\Jeff fischer,2.1,,,2021,13+,1 Season,Sports,James Bond's newest mission begins with a spectacular high-speed hovercraft chase through a minefield in the demilitarized zone separating North and South Korea - and the action doesn't let up until the credits toll.
s649,TV Show,The Garfield Show,,Frank Welker,1.89,,,2020,ALL,4 Seasons,Animation\Kids,A lasagne-loving cat adventures and explores the differences between good and bad and right and wrong. Join the adventure !
s8998,TV Show,Suspense,,,1.06,,,2017,NR,1 Season,Drama\Suspense,Set in beautiful but bleak Cape Cod Hightown follows one woman's journey to sobriety overshadowed by an unfolding murder investigation.
s2105,TV Show,Insectibles,,Jeff Simpson\Diong Chae Lian,4.9,,,2016,TV-Y,1 Season,Kids,Every fact has consequences. Consequences generate new facts and in this inflexible chain is where we are. The consequences of violence become uncontrollable.
s1925,TV Show,Kratts' Creatures,,,1,,,1996,TV-Y,1 Season,Documentary\Kids,Brothers Martin and Chris Kratt mix wildlife documentary creative animation and humorous dialogue to present a program about all kinds of wild creatures. They are assisted at their research center by nature enthusiast Allison and a wise-cracking animated cartoon friend named Ttark.
s591,TV Show,The Kennedys,,Katherine Parkinson\Dan Skinner\Lucy Hutchinson,4.88,,,2015,TV-14,1 Season,Comedy,It's 1978 and Brenda Tony and Emma Kennedy move to Jessop Road estate in Stevenage. Brenda aspires to the 'middle class' lifestyle and is excited about the opportunity for social development the estate offers; they can host middle class dinner parties drive middle class cars and do middle class small talk with their new middle class neighbors.
s6772,TV Show,Mean Mums,,Morgana O'Reilly\Anna Jullienne\Allan Henry,1.48,,,2019,TV-14,1 Season,Comedy,Eight tales of ghostly encounters through the decades manifesting amid the ruins of a once grand English hotel.
s5396,Movie,La mansión de los horrores,William Castle,Vincent Price\Carol Ohmart\Richard Long,4.46,,,1959,13+,75 min,Horror\Suspense,Emmy Grammy Oscar and Tony (EGOT) winner James Earl Jones does all the voices in this brilliantly animated story of Noah's heroic mission to rescue all creatures great and small from the Great Flood. A brilliant adaptation of Peter Spier's acclaimed children's book. Score by Grammy winner Stewart Copeland of The Police.
s2741,Movie,Cymbals Eat Guitars,,,2.36,,,2011,NR,42 min,Music Videos and Concerts,Cultureshock takes an in-depth look at the untold stories behind watershed moments in pop culture that have had a lasting impact on our society. Each episode will shed light on the untold stories behind the big unforgettable moments helmed by an acclaimed director with the full participation of key players from each story.
s3341,TV Show,Alaska Off-Road Warriors,,,1.37,,,2015,TV-14,1 Season,Documentary\Drama\Unscripted,Akira Tachibana(17) used to be the ace of a track club but gave up running due to her injury. Masami Kondo(45) is a manager at a family restaurant called Garden where Akira works. This story is set in a seaside town and depicts a girl who stopped at a cross-point in her youth and a man who reached a turning point of life. Everybody wants that moment where they get fraught with great emotions.
s7511,TV Show,Shadow of Justice,,Zhang Zhilin\Xue Kaiqi\Wang Yangming,1.09,,,2018,16+,1 Season,Action\Drama,"For women decide to share the upbriging of ""Little Victoria"" who makes them question themselves and challenge to love her. The four women find a healing bond in the relationship they build."
s3017,TV Show,Bo on the Go,,,1.85,,,2009,TV-Y7,3 Seasons,Animation\Kids,Take a look inside the life of one of Rock music's most mysterious and interesting figures. With winemaking in his blood multiplatinum recording artist Maynard James Keenan sets out to bring notariety to Arizona's burgeoning wine regions.
s1290,Movie,Pocoyo in cinemas: Your first Movie,Alfonso RodrIguez,,2.16,,,2018,ALL,50 min,Animation\Kids,The world is in danger and only Pocoyo and the Super Friends can save us! Nina Pato and Elly will have to work as a team and overcome their fears to defeat a villain who threatens the peace of the Pocoyo World. Will they get out of this mess? But that is not all! Get ready to live funny stories dance sing and learn with Pocoyo!
s1045,Movie,Shadow Company,Nick Bicanic\Jason Bourque,James Ashcroft,1.91,Canada,,2007,13+,44 min,Documentary,Twenty thousand private soldiers operate in Iraq. Who are these people? What do they do and why do they do it? This documentary is a groundbreaking investigation into the secretive world of modern mercenaries. It follows one British contractor on his tour of duty contrasting his experiences in Iraq with previous operations. This is the definitive film on the changing face of modern war.
s1500,TV Show,New York Goes To Work,,Tiffany Pollard,4.07,,,2009,18+,1 Season,TV Shows,"New York Goes to Work is a reality VH1 series that first premiered on May 4 2009. This follow-up of New York Goes to Hollywood stars Tiffany ""New York"" Pollard as she tries to find a regular job. The jobs are selected by fans (by text messaging) from a list of three possible jobs for each individual episode."
s992,TV Show,Sing-Along-Songs For Kids,,Jolly Jingle Works,2.71,,,2013,ALL,1 Season,Kids,This colorful and engaging children's program features songs music animations and sing-along to entertain and educate your kids. SING-ALONG-SONGS FOR KIDS includes timeless English nursery rhymes as well as modern-day classics and educational sing-alongs.
s2978,Movie,Brash Boys Club,Quentin Lee,Owen Alabado\Dash Kwiatkowski\Brad Loekle,2.04,,,2020,18+,82 min,Arts\Entertainment\and Culture\Comedy\LGBTQ,In this beautiful and uplifting gay romance two teen track stars discover first love as they train for the biggest relay race of their young lives.
s279,TV Show,Tougher In Alaska,,Geo Beach,1.67,,,2008,TV-PG,1 Season,TV Shows,Everything is Tougher In Alaska. From earning a living to burying the dead everyday life is shaped by unimaginably severe weather impassable terrain and mind-bendingly vast distances.
s9039,Movie,Acting Out,Carl Gurevich,Victoria Corsaut\Michael Gaunt,2.75,,,1980,18+,84 min,Drama,It's the summer before fifth grade and Henry Hudson hasn't found his place in the world. Then he meets a group of immature film geeks who give him the courage to lead a battle against the neighborhood bullies and finally become one of the guys.
s875,TV Show,Streets of Compton,,Alonzo Williams\Game,1.14,,,2016,TV-14,1 Season,Documentary\Special Interest,Streets of Compton a three-part documentary film features rapper The Gam as he revisits his hometown of Compton and explores its storied history with notable residents.
s5060,TV Show,Color Crew - All about Colors (Spanish audio),,,4.52,,13-May-21,2018,ALL,3 Seasons,Animation\Kids,Aishwarya a young and beautiful woman who is just starting college is trying to move on from her previous relationship. So she is not interested when one of her new friends falls for her and tries hard to earn her love and attention. As their love story develops a murder suddenly occurs.
s7517,TV Show,Love Mr Right,,Han Dong\Jiang Kaitong,4.86,,,2017,13+,1 Season,Comedy\Drama,Ana is a young woman who has just been given a scholarship to study in a foreign country. She decides to celebrate with their friends out of the city. On the road after helping an injured woman they are kidnapped by a weird family.
s2297,TV Show,Great British Menu,,Matthew Fort\Oliver Peyton\Andi Oliver\Jennie Bond,3.7,,,2017,ALL,6 Seasons,Documentary\Special Interest\Unscripted,It’s 1957 and it’s as if Grantchester has returned to an idyllic state – a metaphorical Garden of Eden. But Will’s faith will be tested as he and Geordie are reminded that there’s darkness lurking in their corner of Cambridgeshire.
s852,Movie,Supa Strikas - Keep Calm and Soccer On,Bruce Legg,,4.56,,,2019,ALL,60 min,Animation\Documentary\Kids,Nothing can stop the Supa Strikas! The whole team is ready to face any challenges thrown their way! Watch them conquer every game and win!
s1311,TV Show,Pinkfong! Fun Rhyming Songs,,,3,,,2021,ALL,1 Season,Animation\Kids,Sing and learn new words with Pinkfong's rhyming songs! Are you ready to go on an adventure with Pinkfong? Repeat the words and dance to the rhythmic beats!
s836,Movie,Swing and Dance with Little Baby Bum,Cannis Holder,,3.63,,,2019,ALL,34 min,Kids,Come and have a party with Little Baby Bum! In this video our favourite characters have a fun with bubbles balloons and lots of friends! Learn dance and sing along to episodes including 'Itsy Bitsy Spider' 'Ladybug Ladybug' and 'ABC Balloons!'
s6614,Movie,I Want You,Mark Robson,Dana Andrews\Dorothy McGuire\Farley Granger,1.27,,,1951,13+,102 min,Drama,Miss Multiverse Australia! Bringing together beautiful successful and multifaceted women from around the country. But this is no ordinary modeling competition. They will be tested intellectually physically mentally and emotionally. Through a series of eliminations the winner will be revealed. Only the best will represent Australia in Miss Multiverse International.
s2562,TV Show,Elizabeth Smart: Autobiography,,Elizabeth Smart,4.64,,,2013,TV-14,1 Season,Documentary\Special Interest,The life of Queen Elizabeth I is embroiled with conspiracy. This two-part series delves into the fascinating and deadly accusations that surround the Queen with an alleged lovers scandal and Elizabeth's involvement in terrorism and espionage.
s2564,TV Show,Elfen Lied,,Kira Vincent-Davis\Adam Conlon,2.38,,,2005,TV-NR,1 Season,Anime,When a psychiatrist goes mysteriously missing from a hospital that has recently been plagued by scandal Dr. Toby Green (Bruce Greenwood) is called in to investigate before the news goes public.
s1199,TV Show,Real Crime Chronicles,,,1.85,,,2016,16+,1 Season,Documentary\Special Interest,This long running crime series delves into the heart of highly-publicised disappearances the most meticulous crimes unresolved multiple murders kidnapping illegal confinement and stories of passion that met shocking and tragic endings.
s9377,Movie,Nootokka Jillala Andagadu,Rachakonda Vidyasagar,Avasarala Srinivas\Ruhani Sharma,3.71,,,2021,ALL,119 min,Comedy\Drama,After being bitten by a snake a young woman experiences changes to her senses needs and appearance. As she begins to shed her old self she is guided by a mysterious leader who shows her the true power of her mutations.
s8613,TV Show,Uprising,,,2.85,,,2021,16+,1 Season,Documentary,When Harry an Indian voice-over actor struggling to get his big break in Hollywood finds out the plot of a recent best-selling novel greatly resembles the book he was working on 3 years ago he tries to get back into writing but unforeseen circumstances arise.
s9158,Movie,Love Letters,Stanley Donen,Steven Weber\Laura Linney\Kirsten Storms,2.35,,,1999,PG-13,86 min,Romance,Three former law students run an illegal operation disguised as a consulting firm that specializes in helping clients catch their spouses cheating in order to receive high-dollar divorce settlements.
s1243,Movie,Pull of the North,Caroline Côté,,4.3,,,2020,ALL,39 min,Action\Sports,A team of 4 adventurers started a 3 month 2000 mile canoe journey from the source of the Yukon River at Lake Bennett Canada to its mouth at Emmonak at the Bering Sea Alaska. Along the entirety of this wilderness expedition is the home of the Athapaskan first nation people who more than 10000 years ago crossing the Bering land bridge from Asia settled within Canada Alaska and the Yukon River
s733,TV Show,The Boat Show,,,1.01,,,2018,13+,1 Season,TV Shows,The Boat Show is a program dedicated to nautical lovers and boat owners. It is the only show in the world completely dedicated to the nautical world made with passion by a team of experts with more than 15 years of experience.
s3224,TV Show,Armed Girl's Machiavellism,,,1.71,,,2017,TV-14,1 Season,Action\Adventure\Anime,Based on a true story from the 1970s Any Day Now is a powerful tale of love acceptance and family. When a teenager with Down syndrome is abandoned by his mother a gay couple take him in and become the loving family he's never had. But when their living arrangement is discovered the men are forced to fight a biased legal system to save the life of the child they have come to love as their own.
s5540,Movie,Indha Nilai Maarum,Arunkanth V,Ashwin Kumar Lakshmikanthan\Chaams,1.87,,,2020,13+,101 min,Comedy\Drama\Romance,In a flooded dystopian future Detective Harley Stone hunts a serial killer who murdered his partner and has haunted him ever since. He soon discovers what he is hunting might not be human.
s8372,Movie,The Passion,Catherine Morshead,Gina McKee\Paul Nicholls,3.75,,,1999,16+,121 min,Drama\Romance,Part of the people living on earth were disappeared after a sudden white light. The film revolves around a group of people that disappear after a mysterious light falls upon the city leaving the survivors to try and unravel the mystery.
s1276,TV Show,Postcards from Buster,,,2.05,,,2012,TV-Y,1 Season,Kids,"Buster Baxter of ""Arthur"" fame travels around the world with his family."
s7728,Movie,Kadhal Kasakuthaiya,Dwarakh Raja,Dhruvva\Venba\Charle\Kalpana\Deepa Nethran,1.96,,,2017,13+,127 min,Romance,Krishna an IT professional becomes suicidal after going through a bad break-up. When he goes missing his friends search for him and run into a series of misadventures.
s9643,TV Show,Lunkerville,,Michael de Avila,1.87,,10-Oct-21,2021,13+,2 Seasons,Documentary\Special Interest\Sports,New York City street principles get an East Side Kid in trouble at a Civilian Conservation Corps camp.
s9348,TV Show,Cavendish,,Maddy Bryce\Ewan Petrie\Robert Carr,2.93,,,2021,13+,1 Season,Comedy\Drama,Opening an entirely new chapter in the iconic franchise Season Two of THE EXORCIST finds FATHER TOMAS ORTEGA (Alfonso Herrera) and a newly collarless MARCUS KEANE (Ben Daniels) out of Chicago and heading west on a collision course with Hell.
s8787,TV Show,Pinkfong! Healthy Habit Songs,,,3.67,,,2021,ALL,1 Season,Animation\Kids,Deva a music college student falls in love with Shruthi his college mate .As both fall in love and plan to marrya huge shock twists deva's life .
s6307,Movie,Love Is A Ball,David Swift,,3.14,,,1963,7+,113 min,Comedy,Follow Gus Congemi around the world on many outdoor adventures.
s8146,Movie,Cold Enough for Snow,Piers Haggard,Maureen Lipman\Tom Wilkinson\Anna Carteret,3.22,,,1997,16+,90 min,Drama,The emotionally and physically charged lives of three people – a professor (Sean Penn) an ex-con (Benicio Del Toro) and a mother with a reckless past (Naomi Watts) – collide in this thriller.
s1120,TV Show,Russell Peters: Deported,,Russell Peters,4.6,,,2020,16+,1 Season,Arts\Entertainment\and Culture\Comedy,Russell Peters takes his culturally comedic roadshow to the land of his ancestors Mumbai India for an evening that’s as informative as it is entertaining. Reflecting on his own immigrant lineage Peters proves why he’s more than one in 1.3 billion.
s4036,Movie,Archive,Gavin Rothery,Theo James\Stacy Martin\Rhona Mitra,1.32,United Kingdom\Hungary\United States,,2020,16+,109 min,Arts\Entertainment\and Culture\Fantasy\Science fiction,"Chet and Todd estranged gay brothers grew up in a small town in Central California with a homophobic working class single father. While Todd ran off to Los Angeles and is now out and proud Chet stayed at home and remained mostly closeted. Broke and homeless Todd returns to the brother he left behind. Resentments boil to the surface as ""Tiger Orange"" serves a depiction of family dynamics."
s2020,TV Show,Jimmy O. Yang: Good Deal,,Jimmy O. Yang,3.2,,,2020,18+,1 Season,Arts\Entertainment\and Culture,In his debut standup special Good Deal Jimmy will tell you all about his take on Asian representation how he learned to speak English from rap videos dating tall women and pursuing his dreams only to disappoint his old school Chinese parents. From assimilation to representation Jimmy O. Yang delivers an absolutely hilarious hour of comedy in Good Deal.
s8600,Movie,MACHO: THE HECTOR CAMACHO STORY,Eric Drath,Hector Camacho\Eric Drath,2.91,,,2020,16+,96 min,Documentary\Special Interest\Sports,Jamie is an ambitious employee at a visionary property company which has purchased an unusual building on the edge of the city. It is occupied by a mysterious group of young people so Jamie is sent in to evict them. They appear to be a cult led by the seductive Emily. Jamie is attracted to Emily and the younger fearless Lizzie and is overwhelmed by their magical and erotic lifestyle.
s5015,Movie,Mobutu's African Movie Theater: Episode 5,Prince Mabutu Nayabing,,1.42,,,2021,18+,85 min,Action,Two couples with the same surnames pursue in-vitro fertilization and wait for their upcoming babies. Trouble ensues when they find that the sperms of each couple have been mixed with each other.
s6052,TV Show,Pinkfong! Phonics Songs,,,3.4,,24-Jun-21,2017,ALL,1 Season,Animation\Kids,Sam just lost custody of his daughter Emma. As a last-ditch-effort to connect with Emma Sam decides to drive her across country to her mother on the west coast. Things get complicated when Sam is unable to drive and his ex-brother-in-law Dave must do the job.
s2508,Movie,Family Band: The Cowsills Story,Louise Palanker and Bill filipiak,Bill Cowsill\Bob Cowsill\Richard Cowsill,3.53,,,2013,13+,90 min,Arts\Entertainment\and Culture\Documentary\Special Interest,Mary Birchbark (Tantoo Cardinal) a legendary singer returns to the vast wilderness of her reservation to reconnect with the land and her community. While there Mary begins to sense that someone might be watching her. Unsure of what is real and what is imagined Mary embraces isolation as she explores the psychological impact of her past and present.
s9461,Movie,Constantine And The Cross,Lionello De Felice\Irving Rapper,Cornel Wilde\Belinda Lee\Massimo Serato,2.57,,,1962,13+,100 min,Drama\Special Interest,On 09 February 2000 the American military base of Yongson releases toxic chemicals in the drain to the Han River under the direct order of an arrogant coroner. Six years later a mutant squid monster emerges from Seoul's Han River and focuses its attention on attacking people.
s2763,TV Show,Crime Inc.,,,2.93,,,2008,7+,1 Season,Documentary\Special Interest,Craig Shoemaker makes the transition from manhood to parenthood in his latest one-hour comedy special Daditude.
s2783,TV Show,Cosmic Kids Yoga Adventures,,Jaime Amor,1.8,,,2017,ALL,2 Seasons,fitness\Kids,After being insulted by a rich businessman named Rosario pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire. Soon Raju’s real indentity is exposed but he cooks up a story of having a filthy rich twin. One lie leads to another and things start to go out of hand.
s1030,Movie,She's Not Our Sister,Vernon Snoop Robinson,Kellita Smith\Christian Keyes\Drew Sidora,3.31,,,2011,13+,88 min,Drama,What happens when three sisters find out they stand to inherit a multimillion-dollar fortune and in the process discover a half-sister their estranged father never told them about?
s6387,Movie,Awakened,Greg Miller,Ellson Bennett,2.77,,,2018,7+,90 min,Documentary\Faith and Spirituality\Special Interest,Satya (SatyaDev) is a suspended ACP in Vizag who is looking for reasons behind his wife Paddu's(RoshiniPrakash) mysterious death. One fine day he comes to know that a lady named Juliet(PoojaJhaveri) is involved in all this. He starts investigating her but falls prey to a drug case. What is this drug case? Who is this Juliet? how is Paddu connected to all this? That forms the rest of the story.
s8567,Movie,Tommy Davidson: Illin' In Philly,Keith Truesdell,Tommy Davidson,3.98,,,1991,18+,30 min,Arts\Entertainment\and Culture\Comedy\Documentary,On V.E. Day in 1945 as peace extends across Europe Princesses Elizabeth and Margaret are allowed out to join the celebrations. It is a night full of excitement danger and the first flutters of romance.
